"","X","X.1","date","ANZSOC.Group","Area.Unit","Meshblock","Territorial.Authority","Location"
"256",256,9096,"1/7/17","Serious Assault Not Resulting in Injury","Oaklands West.",2483601,"Christchurch City.","Canterbury"
"257",257,9098,"1/7/17","Serious Assault Resulting in Injury","999999",-147,"Taupo District.","Waikato"
"258",258,9099,"1/7/17","Common Assault","Lansdowne.",2249700,"Masterton District.","Wellington/ Lower-Central North"
"259",259,9106,"1/7/17","Serious Assault Not Resulting in Injury","Pongakawa.",1212606,"Western Bay of Plenty District.","Bay Of Plenty"
"260",260,9114,"1/7/17","Common Assault","Hospital Hill.",1419600,"Napier City.","Hawkes Bay/ Gisborne"
"261",261,9121,"1/7/17","Serious Assault Not Resulting in Injury","Pukekohe North.",819100,"Auckland.","Auckland"
"262",262,9123,"1/7/17","Serious Assault Resulting in Injury","Mascot.",742400,"Auckland.","Auckland"
"263",263,9124,"1/7/17","Common Assault","Stuart St-Frederick St.",2901200,"Dunedin City.","Southland/ Otago"
"264",264,9131,"1/7/17","Serious Assault Not Resulting in Injury","Moera.",1963500,"Lower Hutt City.","Wellington/ Lower-Central North"
"265",265,9139,"1/7/17","Common Assault","Glenholme West.",1239100,"Rotorua District.","Bay Of Plenty"
"266",266,9254,"1/3/17","Common Assault","Alexandra.",3025000,"Central Otago District.","Southland/ Otago"
"267",267,9259,"1/3/17","Common Assault","Timaru Gardens.",2801900,"Timaru District.","Canterbury"
"268",268,9263,"1/3/17","Serious Assault Resulting in Injury","East Gore.",3065900,"Gore District.","Southland/ Otago"
"269",269,9264,"1/3/17","Common Assault","Mairehau North.",2507202,"Christchurch City.","Canterbury"
"270",270,9274,"1/3/17","Common Assault","Punaruku-Kiripaka.",62501,"Whangarei District.","Northland"
"271",271,9282,"1/3/17","Non-Aggravated Sexual Assault","Auckland Central East.",436100,"Auckland.","Auckland"
"272",272,9686,"1/5/17","Serious Assault Not Resulting in Injury","Halfway Bush.",2888300,"Dunedin City.","Southland/ Otago"
"273",273,9689,"1/5/17","Common Assault","Cooks Gardens.",1699500,"Wanganui District.","West Coast/ Upper-Central North"
"274",274,9694,"1/5/17","Common Assault","Marchwiel.",2783900,"Timaru District.","Canterbury"
"275",275,9696,"1/5/17","Serious Assault Not Resulting in Injury","Alicetown.",1923200,"Lower Hutt City.","Wellington/ Lower-Central North"
"276",276,9701,"1/5/17","Serious Assault Not Resulting in Injury","Laird Park.",1701800,"Wanganui District.","West Coast/ Upper-Central North"
"277",277,9704,"1/5/17","Common Assault","High St-Stuart St.",2897800,"Dunedin City.","Southland/ Otago"
"278",278,9711,"1/5/17","Serious Assault Not Resulting in Injury","Leabank.",772802,"Auckland.","Auckland"
"279",279,9716,"1/5/17","Serious Assault Not Resulting in Injury","999999",-141,"Rotorua District.","Bay Of Plenty"
"280",280,9721,"1/5/17","Serious Assault Not Resulting in Injury","Kamo West.",85502,"Whangarei District.","Northland"
"281",281,9724,"1/5/17","Common Assault","Hutt Central.",1965900,"Lower Hutt City.","Wellington/ Lower-Central North"
"282",282,9729,"1/5/17","Common Assault","Wairoa.",1389200,"Wairoa District.","Hawkes Bay/ Gisborne"
"283",283,9731,"1/5/17","Serious Assault Not Resulting in Injury","Merivale.",2676500,"Christchurch City.","Canterbury"
"284",284,9736,"1/5/17","Serious Assault Not Resulting in Injury","Selwyn Heights.",1220300,"Rotorua District.","Bay Of Plenty"
"285",285,9738,"1/5/17","Serious Assault Resulting in Injury","Richmond East.",2361800,"Tasman District.","Tasman/ South-West Coast"
"286",286,9750,"1/5/17","Aggravated Sexual Assault","999999",-166,"Hauraki District.","Waikato"
"287",287,9755,"1/5/17","Aggravated Sexual Assault","999999",-64,"Auckland.","Auckland"
"288",288,9760,"1/5/17","Aggravated Sexual Assault","Westbrook.",1816303,"Palmerston North City.","West Coast/ Upper-Central North"
"289",289,9765,"1/5/17","Aggravated Sexual Assault","Redwoodtown.",2304507,"Marlborough District.","Tasman/ South-West Coast"
"290",290,9770,"1/5/17","Aggravated Sexual Assault","999999",-279,"Upper Hutt City.","Wellington/ Lower-Central North"
"291",291,10169,"1/6/17","Common Assault","Cathedral Square.",2649300,"Christchurch City.","Canterbury"
"292",292,10174,"1/6/17","Common Assault","Kingseat.",809701,"Auckland.","Auckland"
"293",293,10179,"1/6/17","Common Assault","Willis Street-Cambridge Terrace.",2134600,"Wellington City.","Wellington/ Lower-Central North"
"294",294,10184,"1/6/17","Common Assault","Tuff Crater.",364900,"Auckland.","Auckland"
"295",295,10189,"1/6/17","Common Assault","Raumati Beach.",2004400,"Kapiti Coast District.","Wellington/ Lower-Central North"
"296",296,10196,"1/6/17","Serious Assault Not Resulting in Injury","Orewa.",171500,"Auckland.","Auckland"
"297",297,10203,"1/6/17","Serious Assault Resulting in Injury","Linton Military Camp.",1798501,"Palmerston North City.","West Coast/ Upper-Central North"
"298",298,10209,"1/6/17","Common Assault","Mt Eden North.",542700,"Auckland.","Auckland"
"299",299,10214,"1/6/17","Common Assault","Mangere Bridge.",725900,"Auckland.","Auckland"
"300",300,10219,"1/6/17","Common Assault","Lynnmall.",265400,"Auckland.","Auckland"
"301",301,10224,"1/6/17","Common Assault","Blockhouse Bay.",370300,"Auckland.","Auckland"
"302",302,10226,"1/6/17","Serious Assault Not Resulting in Injury","Moanataiari.",1050200,"Thames-Coromandel District.","Waikato"
"303",303,10231,"1/6/17","Serious Assault Not Resulting in Injury","Hastings Central.",1489900,"Hastings District.","Hawkes Bay/ Gisborne"
"304",304,10233,"1/6/17","Serious Assault Resulting in Injury","Kamo East.",84900,"Whangarei District.","Northland"
"305",305,10239,"1/6/17","Common Assault","Dannevirke East.",1528300,"Tararua District.","Wellington/ Lower-Central North"
"306",306,10244,"1/6/17","Common Assault","Waiheke Island.",515314,"Auckland.","Auckland"
"307",307,10249,"1/6/17","Common Assault","Otangarei.",93600,"Whangarei District.","Northland"
"308",308,10254,"1/6/17","Common Assault","Queenstown Bay.",3032800,"Queenstown-Lakes District.","Southland/ Otago"
"309",309,10259,"1/6/17","Common Assault","Hornby North.",2488500,"Christchurch City.","Canterbury"
"310",310,10874,"1/6/17","Common Assault","Willis Street-Cambridge Terrace.",2133408,"Wellington City.","Wellington/ Lower-Central North"
"311",311,10879,"1/6/17","Common Assault","Forrester Park.",2876900,"Dunedin City.","Southland/ Otago"
"312",312,10881,"1/6/17","Serious Assault Not Resulting in Injury","Matarawa.",1140300,"South Waikato District.","Waikato"
"313",313,10886,"1/6/17","Serious Assault Not Resulting in Injury","Opaki-Fernridge.",2252501,"Masterton District.","Wellington/ Lower-Central North"
"314",314,10891,"1/6/17","Serious Assault Not Resulting in Injury","Fitzroy.",1597800,"New Plymouth District.","West Coast/ Upper-Central North"
"315",315,10894,"1/6/17","Common Assault","Newton.",412000,"Auckland.","Auckland"
"316",316,10899,"1/6/17","Common Assault","Regent.",96201,"Whangarei District.","Northland"
"317",317,10901,"1/6/17","Serious Assault Not Resulting in Injury","Papakowhai South.",2056639,"Porirua City.","Wellington/ Lower-Central North"
"318",318,10906,"1/6/17","Serious Assault Not Resulting in Injury","Hastings Central.",1492300,"Hastings District.","Hawkes Bay/ Gisborne"
"319",319,10909,"1/6/17","Common Assault","Feilding West.",1765700,"Manawatu District.","West Coast/ Upper-Central North"
"320",320,10914,"1/6/17","Common Assault","Sunnybrae.",202700,"Auckland.","Auckland"
"321",321,10916,"1/6/17","Serious Assault Not Resulting in Injury","Sumner.",2703600,"Christchurch City.","Canterbury"
"322",322,10921,"1/6/17","Serious Assault Not Resulting in Injury","Willis Street-Cambridge Terrace.",2135100,"Wellington City.","Wellington/ Lower-Central North"
"323",323,10929,"1/6/17","Common Assault","High St-Stuart St.",2899300,"Dunedin City.","Southland/ Otago"
"324",324,10934,"1/6/17","Common Assault","Waimataitai.",2782000,"Timaru District.","Canterbury"
"325",325,10936,"1/6/17","Serious Assault Not Resulting in Injury","Mt Cook-Wallace Street.",2144200,"Wellington City.","Wellington/ Lower-Central North"
"326",326,10941,"1/6/17","Serious Assault Not Resulting in Injury","Orakei North.",499801,"Auckland.","Auckland"
"327",327,10946,"1/6/17","Serious Assault Not Resulting in Injury","Whakaki.",1398001,"Wairoa District.","Hawkes Bay/ Gisborne"
"328",328,10949,"1/6/17","Common Assault","Te Kuiti.",1009400,"Waitomo District.","Waikato"
"329",329,10954,"1/6/17","Common Assault","Redwood North.",2508900,"Christchurch City.","Canterbury"
"330",330,10961,"1/6/17","Serious Assault Not Resulting in Injury","Aro Street-Nairn Street.",2158000,"Wellington City.","Wellington/ Lower-Central North"
"331",331,10966,"1/6/17","Serious Assault Not Resulting in Injury","Kuirau.",1233600,"Rotorua District.","Bay Of Plenty"
"332",332,10969,"1/6/17","Common Assault","Dinsdale South.",916301,"Hamilton City.","Waikato"
"333",333,10976,"1/6/17","Serious Assault Not Resulting in Injury","Insoll.",873500,"Hamilton City.","Waikato"
"334",334,10979,"1/6/17","Common Assault","Pine Hill.",2874700,"Dunedin City.","Southland/ Otago"
"335",335,10986,"1/6/17","Serious Assault Not Resulting in Injury","Paraparaumu Central.",2003707,"Kapiti Coast District.","Wellington/ Lower-Central North"
"336",336,10994,"1/6/17","Common Assault","Queenwood.",879602,"Hamilton City.","Waikato"
"337",337,10996,"1/6/17","Serious Assault Not Resulting in Injury","Fernhill.",2897600,"Dunedin City.","Southland/ Otago"
"338",338,11010,"1/6/17","Aggravated Sexual Assault","High St-Stuart St.",2898100,"Dunedin City.","Southland/ Otago"
"339",339,11015,"1/6/17","Aggravated Sexual Assault","Stanley Park.",1141800,"South Waikato District.","Waikato"
"340",340,11020,"1/6/17","Aggravated Sexual Assault","Alexandra.",3025400,"Central Otago District.","Southland/ Otago"
"341",341,11025,"1/6/17","Aggravated Sexual Assault","Parkvale.",1499300,"Hastings District.","Hawkes Bay/ Gisborne"
"342",342,11534,"1/4/17","Common Assault","Masterton East.",2240500,"Masterton District.","Wellington/ Lower-Central North"
"343",343,11536,"1/4/17","Serious Assault Not Resulting in Injury","Waihou-Walton.",1097200,"Matamata-Piako District.","Waikato"
"344",344,11539,"1/4/17","Common Assault","Kerikeri.",53304,"Far North District.","Northland"
"345",345,11541,"1/4/17","Serious Assault Not Resulting in Injury","Waikanae West.",1875115,"Kapiti Coast District.","Wellington/ Lower-Central North"
"346",346,11543,"1/4/17","Serious Assault Resulting in Injury","Omaka.",2288200,"Marlborough District.","Tasman/ South-West Coast"
"347",347,11544,"1/4/17","Common Assault","Naenae North.",1955600,"Lower Hutt City.","Wellington/ Lower-Central North"
"348",348,11549,"1/4/17","Common Assault","Manukau Central.",781200,"Auckland.","Auckland"
"349",349,11551,"1/4/17","Serious Assault Not Resulting in Injury","Manukau Central.",781200,"Auckland.","Auckland"
"350",350,11554,"1/4/17","Common Assault","Upper Riccarton.",2542401,"Christchurch City.","Canterbury"
"351",351,12932,"1/5/17","Non-Aggravated Sexual Assault","Mt Victoria West.",2143000,"Wellington City.","Wellington/ Lower-Central North"
"352",352,12935,"1/5/17","Aggravated Sexual Assault","Tuff Crater.",364900,"Auckland.","Auckland"
"353",353,12940,"1/5/17","Aggravated Sexual Assault","Langbein.",2342600,"Nelson City.","Tasman/ South-West Coast"
"354",354,12945,"1/5/17","Aggravated Sexual Assault","Raureka.",1481000,"Hastings District.","Hawkes Bay/ Gisborne"
"355",355,12955,"1/5/17","Aggravated Sexual Assault","Papanui.",2663700,"Christchurch City.","Canterbury"
"356",356,13480,"1/4/17","Aggravated Sexual Assault","Greenmeadows.",1455032,"Napier City.","Hawkes Bay/ Gisborne"
"357",357,13482,"1/4/17","Non-Aggravated Sexual Assault","999999",-159,"Hamilton City.","Waikato"
"358",358,17459,"1/2/17","Common Assault","Bellevue.",1159000,"Tauranga City.","Bay Of Plenty"
"359",359,17464,"1/2/17","Common Assault","Phillipstown.",2607000,"Christchurch City.","Canterbury"
"360",360,17466,"1/2/17","Serious Assault Not Resulting in Injury","Titahi Bay South.",2041700,"Porirua City.","Wellington/ Lower-Central North"
"361",361,17471,"1/2/17","Serious Assault Not Resulting in Injury","Willis Street-Cambridge Terrace.",2135700,"Wellington City.","Wellington/ Lower-Central North"
"362",362,17474,"1/2/17","Common Assault","Aorangi.",2669400,"Christchurch City.","Canterbury"
"363",363,17479,"1/2/17","Common Assault","New Plymouth Central.",1592100,"New Plymouth District.","West Coast/ Upper-Central North"
"364",364,17481,"1/2/17","Serious Assault Not Resulting in Injury","Upper Riccarton.",2542300,"Christchurch City.","Canterbury"
"365",365,17486,"1/2/17","Serious Assault Not Resulting in Injury","Bryndwr.",2548400,"Christchurch City.","Canterbury"
"366",366,17489,"1/2/17","Common Assault","Hamilton Central.",908501,"Hamilton City.","Waikato"
"367",367,17494,"1/2/17","Common Assault","Linwood North.",2611601,"Christchurch City.","Canterbury"
"368",368,17499,"1/2/17","Common Assault","Mclean Park.",1432800,"Napier City.","Hawkes Bay/ Gisborne"
"369",369,17501,"1/2/17","Serious Assault Not Resulting in Injury","Masterton West.",2236900,"Masterton District.","Wellington/ Lower-Central North"
"370",370,17506,"1/2/17","Serious Assault Not Resulting in Injury","Kaitaia East.",13400,"Far North District.","Northland"
"371",371,17514,"1/2/17","Common Assault","Stoney Creek.",1759100,"Palmerston North City.","West Coast/ Upper-Central North"
"372",372,17521,"1/2/17","Serious Assault Not Resulting in Injury","Arakura.",2011800,"Lower Hutt City.","Wellington/ Lower-Central North"
"373",373,17526,"1/2/17","Serious Assault Not Resulting in Injury","Edgecumbe.",1321200,"Whakatane District.","Bay Of Plenty"
"374",374,17531,"1/2/17","Serious Assault Not Resulting in Injury","Palmerston North Hospital.",1834200,"Palmerston North City.","West Coast/ Upper-Central North"
"375",375,17534,"1/2/17","Common Assault","Pakuranga Central.",684000,"Auckland.","Auckland"
"376",376,17539,"1/2/17","Common Assault","Parkway.",2016500,"Lower Hutt City.","Wellington/ Lower-Central North"
"377",377,17541,"1/2/17","Serious Assault Not Resulting in Injury","Linwood.",2608600,"Christchurch City.","Canterbury"
"378",378,17546,"1/2/17","Serious Assault Not Resulting in Injury","Tuakau.",839000,"Waikato District.","Waikato"
"379",379,17549,"1/2/17","Common Assault","Riccarton.",2472800,"Christchurch City.","Canterbury"
"380",380,17559,"1/2/17","Common Assault","Enderley.",864600,"Hamilton City.","Waikato"
"381",381,17566,"1/2/17","Serious Assault Not Resulting in Injury","Viscount.",739100,"Auckland.","Auckland"
"382",382,17571,"1/2/17","Serious Assault Not Resulting in Injury","Kapuni.",1658900,"South Taranaki District.","West Coast/ Upper-Central North"
"383",383,17574,"1/2/17","Common Assault","Ashhurst.",1757200,"Palmerston North City.","West Coast/ Upper-Central North"
"384",384,17581,"1/2/17","Serious Assault Not Resulting in Injury","Taita South.",1936700,"Lower Hutt City.","Wellington/ Lower-Central North"
"385",385,17586,"1/2/17","Serious Assault Not Resulting in Injury","Lambton.",2130700,"Wellington City.","Wellington/ Lower-Central North"
"386",386,18869,"1/8/17","Common Assault","Unsworth Heights.",180861,"Auckland.","Auckland"
"387",387,18874,"1/8/17","Common Assault","Auckland Central West.",434300,"Auckland.","Auckland"
"388",388,18876,"1/8/17","Serious Assault Not Resulting in Injury","Welbourn.",1602100,"New Plymouth District.","West Coast/ Upper-Central North"
"389",389,18881,"1/8/17","Serious Assault Not Resulting in Injury","Parawai.",1052600,"Thames-Coromandel District.","Waikato"
"390",390,18884,"1/8/17","Common Assault","Appleby-Kew.",3115000,"Invercargill City.","Southland/ Otago"
"391",391,18891,"1/8/17","Serious Assault Not Resulting in Injury","Hamilton Central.",912400,"Hamilton City.","Waikato"
"392",392,18894,"1/8/17","Common Assault","Willis Street-Cambridge Terrace.",2135600,"Wellington City.","Wellington/ Lower-Central North"
"393",393,18899,"1/8/17","Common Assault","Puhinui North.",671801,"Auckland.","Auckland"
"394",394,18904,"1/8/17","Common Assault","Grange.",696701,"Auckland.","Auckland"
"395",395,18906,"1/8/17","Serious Assault Not Resulting in Injury","Queenstown Bay.",3033600,"Queenstown-Lakes District.","Southland/ Otago"
"396",396,18911,"1/8/17","Serious Assault Not Resulting in Injury","Arahanga.",737103,"Auckland.","Auckland"
"397",397,18919,"1/8/17","Common Assault","Wanaka.",3036236,"Queenstown-Lakes District.","Southland/ Otago"
"398",398,18926,"1/8/17","Serious Assault Not Resulting in Injury","Maraenui.",1444200,"Napier City.","Hawkes Bay/ Gisborne"
"399",399,18931,"1/8/17","Serious Assault Not Resulting in Injury","Solway South.",2235400,"Masterton District.","Wellington/ Lower-Central North"
"400",400,18934,"1/8/17","Common Assault","Otumoetai South.",1157700,"Tauranga City.","Bay Of Plenty"
"401",401,18941,"1/8/17","Serious Assault Not Resulting in Injury","Te Puke East.",1214800,"Western Bay of Plenty District.","Bay Of Plenty"
"402",402,18949,"1/8/17","Common Assault","Struan Park.",1570200,"New Plymouth District.","West Coast/ Upper-Central North"
"403",403,18956,"1/8/17","Serious Assault Not Resulting in Injury","Waverley.",1664400,"South Taranaki District.","West Coast/ Upper-Central North"
